time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
164.194,0,0,0,0,0,0
164.204,0,0,0,0,0,0
164.2083,0,0,0,0,0,0
164.2121,0,0,0,0,0,0
164.2163,0,0,0,0,0,0
164.2207,0,0,0,0,0,0
164.2252,0,0,0,0,0,0
164.2293,0,0,0,0,0,0
164.2332,0,0,0,0,0,0
164.2371,0,0,0,0,0,0
164.2411,0,0,0,0,0,0
164.2462,0,0,0,0,0,0
164.2509,0,0,0,0,0,0
164.2564,0,0,0,0,0,0
164.262,0,0,0,0,0,0
164.2662,0,0,0,0,0,0
164.2702,0,0,0,0,0,0
164.2738,0,0,0,0,0,0
164.2781,0,0,0,0,0,0
164.2821,0,0,0,0,0,0
164.2859,0,0,0,0,0,0
164.2899,0,0,0,0,0,0
164.2952,0,0,0,0,0,0
164.2995,0,0,0,0,0,0
164.3035,0,0,0,0,0,0
164.3091,0,0,0,0,0,0
164.314,0,0,0,0,0,0
164.319,0,0,0,0,0,0
164.3232,0,0,0,0,0,0
164.3272,0,0,0,0,0,0
164.3307,0,0,0,0,0,0
164.3344,0,0,0,0,0,0
164.3393,0,0,0,0,0,0
164.3432,0,0,0,0,0,0
164.3471,0,0,0,0,0,0
164.3509,0,0,0,0,0,0
164.3547,0,0,0,0,0,0
164.3586,0,0,0,0,0,0
164.3623,0,0,0,0,0,0
164.3663,0,0,0,0,0,0
164.3698,0,0,0,0,0,0
164.3734,0,0,0,0,0,0
164.3774,0,0,0,0,0,0
164.3809,0,0,0,0,0,0
164.3848,0,0,0,0,0,0
164.3901,0,0,0,0,0,0
164.3943,0,0,0,0,0,0
164.3982,0,0,0,0,0,0
164.4019,0,0,0,0,0,0
164.4056,0,0,0,0,0,0
164.4098,0,0,0,0,0,0
164.4141,0,0,0,0,0,0
164.4185,0,0,0,0,0,0
164.4225,0,0,0,0,0,0
164.4273,0,0,0,0,0,0
164.432,0,0,0,0,0,0
164.4358,0,0,0,0,0,0
164.4395,0,0,0,0,0,0
164.4437,0,0,0,0,0,0
164.4482,0,0,0,0,0,0
164.4519,0,0,0,0,0,0
164.4557,0,0,0,0,0,0
164.4599,0,0,0,0,0,0
164.4643,0,0,0,0,0,0
164.4681,0,0,0,0,0,0
164.4715,0,0,0,0,0,0
164.4757,0,0,0,0,0,0
164.4814,0,0,0,0,0,0
164.4908,0,0,0,0,0,0
164.4955,0,0,0,0,0,0
164.499,0,0,0,0,0,0
164.5028,0,0,0,0,0,0
164.5078,0,0,0,0,0,0
164.5119,0,0,0,0,0,0
164.5158,0,0,0,0,0,0
164.5197,0,0,0,0,0,0
164.524,0,0,0,0,0,0
164.5286,0,0,0,0,0,0
164.5322,0,0,0,0,0,0
164.536,0,0,0,0,0,0
164.5402,0,0,0,0,0,0
164.545,0,0,0,0,0,0
164.5489,0,0,0,0,0,0
164.5524,0,0,0,0,0,0
164.5579,0,0,0,0,0,0
164.5618,0,0,0,0,0,0
164.5655,0,0,0,0,0,0
164.57,0,0,0,0,0,0
164.5749,0,0,0,0,0,0
164.58,0,0,0,0,0,0
164.5836,0,0,0,0,0,0
164.5883,0,0,0,0,0,0
164.5929,0,0,0,0,0,0
164.5965,0,0,0,0,0,0
164.6005,0,0,0,0,0,0
164.6062,0,0,0,0,0,0
164.61,0,0,0,0,0,0
164.6135,0,0,0,0,0,0
164.6184,0,0,0,0,0,0
164.6233,0,0,0,0,0,0
164.627,0,0,0,0,0,0
164.6306,0,0,0,0,0,0
164.6352,0,0,0,0,0,0
164.6393,0,0,0,0,0,0
164.6428,0,0,0,0,0,0
164.6464,0,0,0,0,0,0
164.6516,0,0,0,0,0,0
164.6554,0,0,0,0,0,0
164.6596,0,0,0,0,0,0
164.6646,0,0,0,0,0,0
164.6686,0,0,0,0,0,0
164.6724,0,0,0,0,0,0
164.6764,0,0,0,0,0,0
164.6806,0,0,0,0,0,0
164.6847,0,0,0,0,0,0
164.6884,0,0,0,0,0,0
164.6923,0,0,0,0,0,0
164.6957,0,0,0,0,0,0
164.6993,0,0,0,0,0,0
164.7029,0,0,0,0,0,0
164.7069,0,0,0,0,0,0
164.7105,0,0,0,0,0,0
164.715,0,0,0,0,0,0
164.7189,0,0,0,0,0,0
164.7225,0,0,0,0,0,0
164.7264,0,0,0,0,0,0
164.7304,0,0,0,0,0,0
164.7339,0,0,0,0,0,0
164.7373,0,0,0,0,0,0
164.7409,0,0,0,0,0,0
164.7446,0,0,0,0,0,0
164.7493,0,0,0,0,0,0
164.7527,0,0,0,0,0,0
164.756,0,0,0,0,0,0
164.7598,0,0,0,0,0,0
164.7634,0,0,0,0,0,0
164.7683,0,0,0,0,0,0
164.7717,0,0,0,0,0,0
164.7756,0,0,0,0,0,0
164.7793,0,0,0,0,0,0
164.7829,0,0,0,0,0,0
164.7868,0,0,0,0,0,0
164.791,0,0,0,0,0,0
164.7953,0,0,0,0,0,0
164.799,0,0,0,0,0,0
164.8027,0,0,0,0,0,0
164.8073,0,0,0,0,0,0
164.8114,0,0,0,0,0,0
164.8166,0,0,0,0,0,0
164.8203,0,0,0,0,0,0
164.8241,0,0,0,0,0,0
164.8288,0,0,0,0,0,0
164.8335,0,0,0,0,0,0
164.8371,0,0,0,0,0,0
164.8415,0,0,0,0,0,0
164.8461,0,0,0,0,0,0
164.8507,0,0,0,0,0,0
164.8543,0,0,0,0,0,0
164.859,0,0,0,0,0,0
164.8634,0,0,0,0,0,0
164.8677,0,0,0,0,0,0
164.8715,0,0,0,0,0,0
164.8753,0,0,0,0,0,0
164.8811,0,0,0,0,0,0
164.885,0,0,0,0,0,0
164.8886,0,0,0,0,0,0
164.8931,0,0,0,0,0,0
164.8968,0,0,0,0,0,0
164.901,0,0,0,0,0,0
